Agency,Annual_Contract_Revenue,State,Country,Congressional_District,Contracting_Agency,Contracting_Office,DUNS,Contract_Date,Vendor
FEDERAL ACQUISITION SERVICE,12238999552,GEORGIA,USA,11,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,197355290,2011,"PRC - DESOTO INTERNATIONAL, INC."
FEDERAL ACQUISITION SERVICE,12238999552,GEORGIA,USA,11,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,197355290,2011,"PRC - DESOTO INTERNATIONAL, INC."
FEDERAL ACQUISITION SERVICE,12238999552,GEORGIA,USA,11,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,197355290,2011,"PRC - DESOTO INTERNATIONAL, INC."
FEDERAL ACQUISITION SERVICE,12238999552,GEORGIA,USA,11,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,197355290,2011,"PRC - DESOTO INTERNATIONAL, INC."
FEDERAL ACQUISITION SERVICE,9500000256,GEORGIA,USA,11,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,197355290,2011,"PRC - DESOTO INTERNATIONAL, INC."
FEDERAL ACQUISITION SERVICE,9000000000,OHIO,USA,14,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,829450634,2011,"NMTC, INC."
FEDERAL ACQUISITION SERVICE,7324400000,WISCONSIN,USA,6,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),6070445,2011,OSHKOSH CORPORATION
FEDERAL ACQUISITION SERVICE,4499999744,MINNESOTA,USA,4,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),6154611,2011,ECOLAB INC.
FEDERAL ACQUISITION SERVICE,4499999744,MINNESOTA,USA,4,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),6154611,2011,ECOLAB INC.
FEDERAL ACQUISITION SERVICE,4499999744,MINNESOTA,USA,4,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),6154611,2011,ECOLAB INC.
FEDERAL ACQUISITION SERVICE,4200000000,MISSOURI,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,1903137,2011,GRAYBAR ELECTRIC COMPANY INCORPORATED (4380)
FEDERAL ACQUISITION SERVICE,3403585024,MINNESOTA,USA,4,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),6154611,2011,ECOLAB INC
FEDERAL ACQUISITION SERVICE,2941527000,PENNSYLVANIA,USA,8,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,15101848,2011,ALFA LAVAL INC.
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS/APPLIANCES ACQUISITION DIVISION I,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2109100032,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2100000000,ILLINOIS,USA,6,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),6931349,2011,MCMASTER-CARR SUPPLY COMPANY
FEDERAL ACQUISITION SERVICE,2000000000,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2000000000,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,2000000000,WISCONSIN,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,806095217,2011,IDSC HOLDINGS LLC
FEDERAL ACQUISITION SERVICE,1500000000,CALIFORNIA,USA,6,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),609303334,2011,"CAMELBAK PRODUCTS, LLC"
FEDERAL ACQUISITION SERVICE,1500000000,MARYLAND,USA,,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,101667459,2011,DANAHER TOOL GROUP EASCO HAND TOOLS INCORPORATED
FEDERAL ACQUISITION SERVICE,1200000000,MARYLAND,USA,6,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,963348037,2011,"APEX TOOL GROUP, LLC"
FEDERAL ACQUISITION SERVICE,1200000000,MARYLAND,USA,6,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,963348037,2011,"APEX TOOL GROUP, LLC"
FEDERAL ACQUISITION SERVICE,950000000,MINNESOTA,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,25166831,2011,SPX CORPORATION
FEDERAL ACQUISITION SERVICE,862830976,VIRGINIA,USA,10,FEDERAL ACQUISITION SERVICE,GSA/FAS CENTER FOR IT SCHEDULE PROGRAM,129365420,2011,PC MALL GOV INCORPORATED
FEDERAL ACQUISITION SERVICE,862830976,VIRGINIA,USA,10,FEDERAL ACQUISITION SERVICE,GSA/FAS CENTER FOR IT SCHEDULE PROGRAM,129365420,2011,PC MALL GOV INCORPORATED
FEDERAL ACQUISITION SERVICE,800000000,SOUTH CAROLINA,USA,4,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,832426782,2011,"NORTH AMERICAN RESCUE, LLC"
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,793976000,NEW YORK,USA,2,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION I,932619265,2011,MSC INDUSTRIAL DIRECT CO INC
FEDERAL ACQUISITION SERVICE,550000000,DISTRICT OF COLUMBIA,USA,0,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),626627459,2011,FEDERAL PRISON INDUSTRIES INC
FEDERAL ACQUISITION SERVICE,550000000,DISTRICT OF COLUMBIA,USA,0,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),626627459,2011,FEDERAL PRISON INDUSTRIES INC
FEDERAL ACQUISITION SERVICE,500000000,OHIO,USA,10,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),1903889,2011,S. S. KEMP&CO.
FEDERAL ACQUISITION SERVICE,300000000,MARYLAND,USA,6,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,101667459,2011,"APEX TOOL GROUP, LLC"
FEDERAL ACQUISITION SERVICE,300000000,MINNESOTA,USA,4,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),6154611,2011,ECOLAB INC.
FEDERAL ACQUISITION SERVICE,300000000,MINNESOTA,USA,4,FEDERAL ACQUISITION SERVICE,GSA/FAS GREATER SOUTHWEST ACQUISITION CTR (7FCO),6154611,2011,ECOLAB INC.
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS APPLIANCES ACQUISITION DIVISION I,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,250000000,MICHIGAN,USA,12,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,53324711,2011,"J&L AMERICA, INC."
FEDERAL ACQUISITION SERVICE,200000000,ILLINOIS,USA,10,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,174716113,2011,INTERNATIONAL PAINT LLC
FEDERAL ACQUISITION SERVICE,161000000,WISCONSIN,USA,7,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,557305146,2011,HYDRATIGHT SWEENEY PRODUCTS CORPORATION
FEDERAL ACQUISITION SERVICE,150000000,OREGON,USA,1,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,803836345,2011,"FISKARS BRANDS, INC."
FEDERAL ACQUISITION SERVICE,139000000,VIRGINIA,USA,8,FEDERAL ACQUISITION SERVICE,GSA/FAS NORTHEAST&CARIBBEAN SUPPLY AND ACQUISITION CENTER (2QSB),1672120,2011,NATIONAL INDUSTRIES FOR THE BLIND
FEDERAL ACQUISITION SERVICE,139000000,VIRGINIA,USA,8,FEDERAL ACQUISITION SERVICE,GSA/FAS NORTHEAST&CARIBBEAN SUPPLY AND ACQUISITION CENTER (2QSB),1672120,2011,NATIONAL INDUSTRIES FOR THE BLIND
FEDERAL ACQUISITION SERVICE,139000000,VIRGINIA,USA,8,FEDERAL ACQUISITION SERVICE,GSA/FAS NORTHEAST&CARIBBEAN SUPPLY AND ACQUISITION CENTER (2QSB),1672120,2011,NATIONAL INDUSTRIES FOR THE BLIND
FEDERAL ACQUISITION SERVICE,139000000,VIRGINIA,USA,8,FEDERAL ACQUISITION SERVICE,GSA/FAS NORTHEAST&CARIBBEAN SUPPLY AND ACQUISITION CENTER (2QSB),1672120,2011,NATIONAL INDUSTRIES FOR THE BLIND
FEDERAL ACQUISITION SERVICE,139000000,VIRGINIA,USA,8,FEDERAL ACQUISITION SERVICE,GSA/FAS NORTHEAST&CARIBBEAN SUPPLY AND ACQUISITION CENTER (2QSB),1672120,2011,NATIONAL INDUSTRIES FOR THE BLIND
FEDERAL ACQUISITION SERVICE,139000000,VIRGINIA,USA,8,FEDERAL ACQUISITION SERVICE,GSA/FAS NORTHEAST&CARIBBEAN SUPPLY AND ACQUISITION CENTER (2QSB),1672120,2011,NATIONAL INDUSTRIES FOR THE BLIND
FEDERAL ACQUISITION SERVICE,125000000,GEORGIA,USA,9,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,828953166,2011,KIPPER TOOL COMPANY
FEDERAL ACQUISITION SERVICE,125000000,GEORGIA,USA,9,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,828953166,2011,KIPPER TOOL COMPANY
FEDERAL ACQUISITION SERVICE,125000000,GEORGIA,USA,9,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,828953166,2011,KIPPER TOOL COMPANY
FEDERAL ACQUISITION SERVICE,125000000,GEORGIA,USA,9,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,828953166,2011,KIPPER TOOL COMPANY
FEDERAL ACQUISITION SERVICE,125000000,GEORGIA,USA,9,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,828953166,2011,KIPPER TOOL COMPANY
FEDERAL ACQUISITION SERVICE,115000000,ILLINOIS,USA,14,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,5119474,2011,LYON WORKSPACE PRODUCTS LIMITED LIABILITY COMPANY (9222)
FEDERAL ACQUISITION SERVICE,100000000,MICHIGAN,USA,10,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,49281702,2011,"E&R INDUSTRIAL SALES, INC."
FEDERAL ACQUISITION SERVICE,100000000,MICHIGAN,USA,10,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,49281702,2011,"E&R INDUSTRIAL SALES, INC."
FEDERAL ACQUISITION SERVICE,100000000,MICHIGAN,USA,10,FEDERAL ACQUISITION SERVICE,GSA/FAS TOOLS ACQUISITION DIVISION II,49281702,2011,"E&R INDUSTRIAL SALES, INC."
